"行識別子","団体コード","自治体・運営団体名","事業キー","会計区分","決算年度","処理区域内人口（人） [servicePopulation]","水洗化人口（人） [connectedPopulation]","年間汚水処理水量（m³/年） [treatedVolume]","年間有収水量（m³/年） [annualBillableVolume]","一般家庭用20m³月額（円/月・税込） [householdFee20m3Yen]","使用料収入（千円/年） [sewerFeeRevenue]","汚水処理費（千円/年） [wastewaterTreatmentCost]","維持管理費分（千円/年） [opexComponent]","資本費分（千円/年） [capitalCostComponent]","営業費用（千円） [operating_expense]","管渠費（千円） [pipeline_expense]","ポンプ場費（千円） [pump_station_expense]","処理場費（千円） [treatment_plant_expense]","業務費（千円） [business_expense]","総係費（千円） [general_administration_expense]","職員給与費計（千円） [personnel_cost_total]","支払利息計（千円） [interest_cost_total]","減価償却費（千円） [depreciation_cost]","動力費（千円） [power_cost]","水道光熱費（千円） [water_and_utilities_cost]","通信運搬費（千円） [communications_transport_cost]","修繕費（千円） [repair_cost]","材料費（千円） [materials_cost]","薬品費（千円） [chemical_cost]","路面復旧費（千円） [road_restoration_cost]","委託料（千円） [outsourcing_cost]","流域下水道管理運営費負担金（千円） [regional_sewerage_contribution]","その他（千円） [other_cost]","費用合計（千円） [total_cost]"
"342025:17-1-000:legal_applied:2020","342025","呉市","17-1-000","legal_applied","2020","184233","179724","21975258","18314104","3894","3895148","3489173","1792920","1696253","5175488","216733","375029","1233146","155144","143070","298308","498478","3007916","252640","19035","5600","248385","29292","16423","0","1103647","0","225844","5705568"
"342033:17-1-000:legal_applied:2020","342033","竹原市","17-1-000","legal_applied","2020","4223","3535","446831","412757","2728","62014","98724","98724","0","478801","16331","21004","39374","4678","36589","36118","79142","360825","11527","432","247","13173","0","0","0","48543","0","11636","561643"
"342041:17-1-000:legal_applied:2020","342041","三原市","17-1-000","legal_applied","2020","42077","38428","4851850","4851850","2750","736348","536336","533600","2736","2320454","27244","96364","0","58236","45175","37317","314861","1577360","21623","1523","2425","43773","0","1648","0","28172","508073","123149","2659924"
"342050:17-1-000:legal_applied:2020","342050","尾道市","17-1-000","legal_applied","2020","20380","15202","1990176","1926036","2640","285251","338085","284602","53483","1381119","27101","101077","162659","15712","31805","51920","119292","838753","36725","524","1107","54435","2","23915","0","162573","0","44370","1333616"
"342076:17-1-000:legal_applied:2020","342076","福山市","17-1-000","legal_applied","2020","350448","332295","41431764","36066649","2926","6009230","6009230","2140997","3868233","8499954","331238","393134","230057","220312","212405","340104","1353962","5683062","48948","8544","15706","165262","13631","1548","0","761516","1346114","166123","9904520"
"342084:17-1-000:legal_applied:2020","342084","府中市","17-1-000","legal_applied","2020","12969","10143","910717","910717","2541","158564","192762","104364","88398","603296","15823","38599","22522","0","41718","16463","101313","458366","7029","99","764","1276","0","0","0","37590","26268","55456","704624"
"342092:17-1-000:legal_applied:2020","342092","三次市","17-1-000","legal_applied","2020","16673","13731","1682103","1640910","2992","266296","298551","298551","0","922713","36751","0","175932","0","84238","42755","82275","625742","30046","331","3284","25442","0","9244","992","177308","0","12179","1009598"
"342106:17-1-000:legal_applied:2020","342106","庄原市","17-1-000","legal_applied","2020","11309","10687","1311190","1220111","3841","251979","254638","226076","28562","615872","23264","0","166008","0","36804","25529","66552","374757","20412","153","1928","15127","0","4850","1914","150134","0","21068","682424"
"342114:17-1-000:legal_applied:2020","342114","大竹市","17-1-000","legal_applied","2020","25365","25269","5671007","4529627","2801","453710","497831","295384","202447","855863","38826","98184","232832","22142","18891","27757","37166","438625","163","18","28","68552","1904","0","440","273951","0","60626","909230"
"342122:17-1-000:legal_applied:2020","342122","東広島市","17-1-000","legal_applied","2020","86121","80842","17849981","16249398","2820","3227555","2848784","1348139","1500645","3512947","35124","90540","944468","99849","106192","203640","430824","2120686","142849","7914","4836","78674","3938","172837","0","670167","39744","71405","3947514"
"342131:17-1-000:legal_applied:2020","342131","廿日市市","17-1-000","legal_applied","2020","67397","61414","7340267","6775067","2695","1017747","1312498","848224","464274","2728303","104059","185378","641594","78788","80961","132025","236603","1598767","71693","1203","2389","202874","0","10490","0","609412","0","105233","2970689"
"342149:17-1-000:legal_applied:2020","342149","安芸高田市","17-1-000","legal_applied","2020","4157","2965","357590","335416","3911","66795","93283","93283","0","204690","5053","0","68593","0","19637","13227","24796","111407","7047","1214","690","8298","0","1808","632","52223","0","8144","229486"
"342157:17-1-000:legal_applied:2020","342157","江田島市","17-1-000","legal_applied","2020","4436","4066","597180","583357","3531","116344","180358","167282","13076","365734","11710","0","67789","0","29361","34860","26512","185197","8177","1011","462","2751","0","922","0","51527","0","82006","393425"
"343021:17-1-000:legal_applied:2020","343021","府中町","17-1-000","legal_applied","2020","51587","47935","4074984","4074984","2260","539879","598638","183244","415394","1145613","5055","128347","0","0","127381","50573","116194","758416","6096","368","294","4591","0","0","0","97699","126387","117583","1278201"
"343048:17-1-000:non_legal_applied:2020","343048","海田町","17-1-000","non_legal_applied","2020","29975","29207","3223024","2924105","2178","473257","473257","242437","230820","","","","","","","","","","","","","","","","","","","",""
"343072:17-1-000:non_legal_applied:2020","343072","熊野町","17-1-000","non_legal_applied","2020","21434","20822","2093764","1778852","2700","270686","270686","186299","84387","","","","","","","","","","","","","","","","","","","",""
"343099:17-1-000:non_legal_applied:2020","343099","坂町","17-1-000","non_legal_applied","2020","12719","12541","1647013","1324632","2288","249610","249610","119581","130029","","","","","","","","","","","","","","","","","","","",""
"343692:17-1-000:non_legal_applied:2020","343692","北広島町","17-1-000","non_legal_applied","2020","3476","3402","677055","464396","3690","93531","103753","103753","0","","","","","","","","","","","","","","","","","","","",""
"344621:17-1-000:legal_applied:2020","344621","世羅町","17-1-000","legal_applied","2020","1373","607","146739","92083","4950","21063","73362","63039","10323","158395","0","0","31718","0","30978","25792","6108","95356","2635","623","231","5407","0","1199","0","19870","0","7282","164503"
"352012:17-1-000:legal_applied:2020","352012","下関市","17-1-000","legal_applied","2020","197021","191518","23001759","19999912","3336","3393915","3394154","1792828","1601326","5871578","204836","147821","1093541","165127","213446","369174","528890","3960792","243805","9965","5066","119258","13795","45859","65271","774489","0","268734","6405098"
"352021:17-1-000:legal_applied:2020","352021","宇部市","17-1-000","legal_applied","2020","119146","114925","17914128","12381256","3135","2109223","2109223","972502","1136721","5054695","79756","276481","681308","0","214745","503890","256829","3419357","139175","10268","3493","126106","11875","17759","0","273479","0","567652","5329883"
"352039:17-1-000:legal_applied:2020","352039","山口市","17-1-000","legal_applied","2020","119392","115739","16547592","13706333","3080","2197114","2196668","1134994","1061674","4538733","192403","71767","620308","188005","116769","254148","506673","3263767","134813","11400","3603","159425","53","0","0","500479","0","287543","5121904"
"352047:17-1-000:legal_applied:2020","352047","萩市","17-1-000","legal_applied","2020","18348","16928","2097929","2021763","2970","321126","343637","321629","22008","885138","61891","6651","167820","0","94712","108993","86939","553993","21243","2698","1311","18136","418","7326","0","122856","0","49511","973424"
"352063:17-1-000:legal_applied:2020","352063","防府市","17-1-000","legal_applied","2020","78926","72448","11949838","7898027","2750","1223615","1223615","506434","717181","2432652","111535","55700","335609","49907","84878","100441","373807","1764385","3397","55","6320","18108","3","187","0","415842","0","114661","2797206"
"352071:17-1-000:legal_applied:2020","352071","下松市","17-1-000","legal_applied","2020","51054","49459","7082397","5507863","2200","650998","661552","321286","340266","1156264","30906","49591","232572","0","92003","52094","90738","745010","53410","2408","547","48510","0","10923","2120","181104","0","122886","1309750"
"352080:17-1-000:legal_applied:2020","352080","岩国市","17-1-000","legal_applied","2020","46142","42514","8257750","5057987","3135","817171","817073","585019","232054","2504515","52971","124640","331023","0","122552","82752","285439","1762636","80536","4629","10229","42665","2711","8846","0","329259","98403","82039","2790144"
"352101:17-1-000:legal_applied:2020","352101","光市","17-1-000","legal_applied","2020","40905","39968","4550215","4013921","3630","740593","740593","390806","349787","1283441","24608","12620","0","55790","37138","56359","104226","861608","3891","657","506","4599","435","0","1955","67286","274389","19032","1394943"
"352110:17-1-000:legal_applied:2020","352110","長門市","17-1-000","legal_applied","2020","14452","14036","3118429","2112266","2915","306339","345672","252240","93432","819637","27524","13973","178532","0","44227","54805","41586","552193","29194","2791","2135","36662","12","5709","0","127458","0","8683","861228"
"352128:17-1-000:legal_applied:2020","352128","柳井市","17-1-000","legal_applied","2020","7583","6721","873649","769280","3190","130610","135822","121079","14743","598724","2545","31825","59209","0","60890","46383","98995","435246","15499","373","516","10085","0","2426","0","59480","0","23136","692139"
"352136:17-1-000:legal_applied:2020","352136","美祢市","17-1-000","legal_applied","2020","8451","8018","1141945","879054","3053","135207","135207","127175","8032","476913","4181","0","75503","0","49379","30332","38869","347850","12941","371","1517","5850","0","3159","0","63830","0","11115","515834"
"352152:17-1-000:legal_applied:2020","352152","周南市","17-1-000","legal_applied","2020","119051","112687","20785217","12541429","3275","2098929","2096101","1167164","928937","3824465","227531","95839","788858","101481","123406","304471","279333","2364233","128744","2505","2600","162988","498","30800","0","597226","75868","174925","4124191"
"352161:17-1-000:legal_applied:2020","352161","山陽小野田市","17-1-000","legal_applied","2020","33987","30905","3863411","3256348","3399","586695","586695","290038","296657","1454608","35071","19238","245642","0","67819","66336","220160","1076591","36264","3600","1186","16703","0","215","0","184694","0","71694","1677443"
"353213:17-1-000:non_legal_applied:2020","353213","和木町","17-1-000","non_legal_applied","2020","6092","6092","1088619","581269","2743","89609","79117","49740","29377","","","","","","","","","","","","","","","","","","","",""
"353434:17-1-000:non_legal_applied:2020","353434","田布施町","17-1-000","non_legal_applied","2020","7266","7121","659051","629224","3938","131788","167070","142756","24314","","","","","","","","","","","","","","","","","","","",""
"353442:17-1-000:non_legal_applied:2020","353442","平生町","17-1-000","non_legal_applied","2020","7127","6670","643243","619975","3938","130703","161103","123176","37927","","","","","","","","","","","","","","","","","","","",""
"358673:17-1-000:non_legal_applied:2020","358673","宇部・阿知須公共下水道組合","17-1-000","non_legal_applied","2020","13519","12008","1473606","1340395","3135","200705","201059","186915","14144","","","","","","","","","","","","","","","","","","","",""
"362018:17-1-000:legal_applied:2020","362018","徳島市","17-1-000","legal_applied","2020","71328","63326","18003911","9884303","2089","1219167","1135374","457218","678156","3588887","124145","191692","574828","134924","79617","480582","477462","2209298","116781","4546","205","140250","0","25459","0","261580","5777","112669","3834609"
"362026:17-1-000:legal_applied:2020","362026","鳴門市","17-1-000","legal_applied","2020","6055","2573","429220","457426","4158","84677","163201","99693","63508","611648","5522","48933","0","0","8821","28972","100067","467277","4586","326","577","9647","45","0","0","23129","69920","11424","715970"
"362034:17-1-000:legal_applied:2020","362034","小松島市","17-1-000","legal_applied","2020","0","0","0","0","0","0","7610","0","7610","356167","0","26152","0","0","7522","16184","77178","322493","7823","327","261","515","0","0","0","7891","0","673","433345"
"362042:17-1-000:legal_applied:2020","362042","阿南市","17-1-000","legal_applied","2020","2462","1426","240562","257495","3190","41144","212276","69498","142778","756963","56","42989","58874","0","18381","55918","76297","627658","14558","52","536","3659","43","1048","0","35676","0","21131","836576"
"362051:17-1-000:legal_applied:2020","362051","吉野川市","17-1-000","legal_applied","2020","16218","13652","2329400","1898954","1980","183545","284762","132823","151939","535256","7457","1914","81622","0","44716","25071","90439","399547","20867","152","1073","4673","36","7025","0","24367","0","53763","627013"
"363871:17-1-000:non_legal_applied:2020","363871","美波町","17-1-000","non_legal_applied","2020","1089","773","101038","113069","2590","16090","16960","13878","3082","","","","","","","","","","","","","","","","","","","",""
"364011:17-1-000:non_legal_applied:2020","364011","松茂町","17-1-000","non_legal_applied","2020","4778","2902","511362","511362","2669","75632","106249","106249","0","","","","","","","","","","","","","","","","","","","",""
"364029:17-1-000:legal_applied:2020","364029","北島町","17-1-000","legal_applied","2020","3923","1739","268075","268075","3130","44499","87231","87231","0","197875","3763","0","0","0","25323","19282","30299","98442","0","267","144","109","0","0","0","5598","57106","19744","230991"
"364037:17-1-000:legal_applied:2020","364037","藍住町","17-1-000","legal_applied","2020","4150","2197","321261","341107","3140","53845","64782","64782","0","185267","9332","0","0","6039","13621","18374","37187","105844","0","148","0","19","0","0","2976","3272","50431","4206","222457"
"372013:17-1-000:legal_applied:2020","372013","高松市","17-1-000","legal_applied","2020","262453","244019","35267867","26606997","2506","3778415","4290933","1759913","2531020","8785821","304646","358876","1272749","180473","161537","490496","1112358","6316992","316097","0","12","65624","6477","0","0","1482578","0","107791","9898425"
"372021:17-1-000:legal_applied:2020","372021","丸亀市","17-1-000","legal_applied","2020","45609","44300","8128304","6016709","2409","894756","917506","491944","425562","2107470","23913","93564","288574","47634","54407","69933","145815","1554550","74420","2508","428","16580","4080","14086","0","241088","31331","245773","2400592"
"372030:17-1-000:legal_applied:2020","372030","坂出市","17-1-000","legal_applied","2020","13932","11062","2081005","2081005","2860","350055","354437","176778","177659","774648","15267","25885","0","0","45949","33197","95488","550847","5005","47","220","2983","138","0","0","43724","136352","5299","873300"
"372048:17-1-000:legal_applied:2020","372048","善通寺市","17-1-000","legal_applied","2020","18664","18326","1843267","1697412","3190","309381","314307","167522","146785","519984","13310","0","0","0","154692","35339","98486","351982","1621","0","1025","5256","0","0","0","12572","0","112189","618470"
"372056:17-1-000:legal_applied:2020","372056","観音寺市","17-1-000","legal_applied","2020","11552","9881","2175630","1484024","3217","266929","274415","159258","115157","1049444","27353","37994","177721","11500","48497","74119","94462","662396","22876","2193","1064","8250","20","0","45","186883","0","108066","1160374"
"372064:17-1-000:legal_applied:2020","372064","さぬき市","17-1-000","legal_applied","2020","18001","15446","2339055","1686494","2750","251873","255703","255703","0","1155313","27231","49565","156304","0","74237","49687","113385","841138","46434","885","2090","48066","0","7173","0","120120","0","46860","1275838"
"372072:17-1-000:legal_applied:2020","372072","東かがわ市","17-1-000","legal_applied","2020","2244","479","44234","41852","2959","6035","14672","14672","0","144138","8047","0","6485","0","6349","0","18037","123257","822","15","93","7454","0","14","0","6005","0","7506","163203"
"373419:17-1-000:non_legal_applied:2020","373419","三木町","17-1-000","non_legal_applied","2020","7630","1703","152011","126747","2731","19876","61790","61790","0","","","","","","","","","","","","","","","","","","","",""
"373869:17-1-000:non_legal_applied:2020","373869","宇多津町","17-1-000","non_legal_applied","2020","16222","14882","2178459","2010835","2475","315938","327608","192270","135338","","","","","","","","","","","","","","","","","","","",""
"374032:17-1-000:non_legal_applied:2020","374032","琴平町","17-1-000","non_legal_applied","2020","4118","3153","601865","577827","2860","103092","119392","62711","56681","","","","","","","","","","","","","","","","","","","",""
"374041:17-1-000:non_legal_applied:2020","374041","多度津町","17-1-000","non_legal_applied","2020","14458","14214","1744932","1483791","2640","256175","285932","190591","95341","","","","","","","","","","","","","","","","","","","",""
"382019:17-1-000:legal_applied:2020","382019","松山市","17-1-000","legal_applied","2020","328163","303521","43319295","33925969","3385","5975650","5975650","2003515","3972135","10520203","132228","63815","1540413","305775","202695","395917","1803894","8178788","330822","5652","3248","168018","19555","7396","0","1197717","0","240146","12351153"
"382027:17-1-000:legal_applied:2020","382027","今治市","17-1-000","legal_applied","2020","91593","86380","15804536","9598348","3046","1591537","1612307","843518","768789","3418443","114622","185182","625653","90207","64948","149502","388805","2336487","130353","11863","3251","158068","30490","39069","0","531521","0","54575","3833984"
"382035:17-1-000:legal_applied:2020","382035","宇和島市","17-1-000","legal_applied","2020","16185","14689","2598816","2022793","2662","291805","319147","239667","79480","846587","5592","22428","164376","0","63845","43589","147437","590198","29204","655","125","15764","79","0","0","135907","0","36919","999877"
"382043:17-1-000:legal_applied:2020","382043","八幡浜市","17-1-000","legal_applied","2020","23281","20047","6470090","2442083","3060","404810","479443","326175","153268","1160348","16945","2437","238414","0","75357","56614","109482","820669","44622","907","1252","15670","344","9855","0","197199","0","24457","1281071"
"382051:17-1-000:legal_applied:2020","382051","新居浜市","17-1-000","legal_applied","2020","75170","69296","12231776","9141151","2475","1318063","1371100","478710","892390","3094168","40910","147339","365239","79392","63544","116741","495530","2390214","99796","3078","1212","96474","1541","24700","0","322751","0","52841","3604878"
"382060:17-1-000:legal_applied:2020","382060","西条市","17-1-000","legal_applied","2020","64372","60638","11875880","8356211","1450","626518","1287334","463688","823646","2239076","128054","75403","307724","79179","24558","128218","291985","1624158","92476","1079","10801","52208","17","17467","3141","269653","0","40210","2531413"
"382078:17-1-000:legal_applied:2020","382078","大洲市","17-1-000","legal_applied","2020","8077","5155","669213","647929","2662","85990","122035","122035","0","455334","1510","9382","91340","7846","18256","7652","77560","326945","13161","184","589","7331","1043","2868","179","91213","0","7252","535977"
"382108:17-1-000:legal_applied:2020","382108","伊予市","17-1-000","legal_applied","2020","17954","17113","1506506","1473026","2910","223627","223627","165075","58552","633119","3417","30596","126779","0","34906","34041","92802","437421","22434","80","148","7413","0","0","0","114875","0","17503","726717"
"382132:17-1-000:legal_applied:2020","382132","四国中央市","17-1-000","legal_applied","2020","54482","52807","9478337","5178056","2530","728142","759460","409421","350039","1662808","29724","56572","312791","0","76920","41962","140855","1185840","65330","7579","2563","24296","27","23364","3342","286117","0","27729","1809004"
"382141:17-1-000:legal_applied:2020","382141","西予市","17-1-000","legal_applied","2020","10330","5777","783142","793321","2560","102932","132652","132652","0","412088","25624","0","71015","0","32200","19791","39667","283249","9791","3478","699","29405","0","4630","0","56929","0","7929","455568"
"382159:17-1-000:legal_applied:2020","382159","東温市","17-1-000","legal_applied","2020","23248","21423","2414336","2490478","3010","393171","377877","257032","120845","725583","0","0","187909","0","60515","34512","107115","473380","26300","385","920","50575","0","8817","0","114108","0","22124","838236"
"383864:17-1-000:non_legal_applied:2020","383864","久万高原町","17-1-000","non_legal_applied","2020","3013","2232","280114","265289","3603","51408","119938","51041","68897","","","","","","","","","","","","","","","","","","","",""
"384011:17-1-000:legal_applied:2020","384011","松前町","17-1-000","legal_applied","2020","9862","8108","867561","829726","2310","107122","141543","126761","14782","396300","8088","0","77803","0","35774","34879","70050","274635","10103","0","62","30","0","0","150","67535","0","14002","471446"
"384020:17-1-000:legal_applied:2020","384020","砥部町","17-1-000","legal_applied","2020","6896","4378","420940","419386","4070","78856","98021","98021","0","287742","0","0","60833","67","37073","29253","1888","189721","9711","41","173","1740","0","0","0","52945","0","4158","289630"
"384224:17-1-000:legal_applied:2020","384224","内子町","17-1-000","legal_applied","2020","4954","4289","524448","532822","2760","72839","127793","111299","16494","248751","3885","0","59832","0","44895","7941","24845","139808","6950","2275","730","3033","0","2656","0","81835","0","5879","275952"
"392014:17-1-000:legal_applied:2020","392014","高知市","17-1-000","legal_applied","2020","209869","177711","36489088","21472821","2948","3686397","3552880","1558172","1994708","7475586","108856","343252","699527","178962","329788","589992","1070489","5174772","278206","10334","5642","137104","2829","38470","5359","551487","575723","153042","8593449"
"392031:17-1-000:non_legal_applied:2020","392031","安芸市","17-1-000","non_legal_applied","2020","5486","3679","870688","555572","2310","85163","99193","99193","0","","","","","","","","","","","","","","","","","","","",""
"392049:17-1-000:legal_applied:2020","392049","南国市","17-1-000","legal_applied","2020","15769","15769","2045859","1775508","2275","224000","266326","153556","112770","428666","502","3082","31784","330","38450","25364","45477","265961","8218","266","279","1520","0","628","0","35273","84440","6795","474221"
"392065:17-1-000:non_legal_applied:2020","392065","須崎市","17-1-000","non_legal_applied","2020","1559","1171","130430","121120","2210","5551","44548","44548","0","","","","","","","","","","","","","","","","","","","",""
"392081:17-1-000:non_legal_applied:2020","392081","宿毛市","17-1-000","non_legal_applied","2020","4277","2284","440873","309256","2310","42127","48785","48785","0","","","","","","","","","","","","","","","","","","","",""
"392103:17-1-000:legal_applied:2020","392103","四万十市","17-1-000","legal_applied","2020","8118","7722","862218","838050","2268","119267","153357","138035","15322","569527","217","20140","70333","0","79166","14278","71486","399671","11473","167","301","9760","0","0","0","119820","0","21006","647962"
"392111:17-1-000:legal_applied:2020","392111","香南市","17-1-000","legal_applied","2020","5373","3745","666411","444343","2420","54042","95492","88250","7242","286873","3035","1649","76703","1201","5662","4569","34437","198623","16038","32","603","3037","0","1382","0","57320","0","5269","321310"
"392120:17-1-000:non_legal_applied:2020","392120","香美市","17-1-000","non_legal_applied","2020","10514","9768","1306116","1165654","2420","179146","179146","113750","65396","","","","","","","","","","","","","","","","","","","",""
"393860:17-1-000:non_legal_applied:2020","393860","いの町","17-1-000","non_legal_applied","2020","3993","3830","516965","472320","1760","52340","76318","76318","0","","","","","","","","","","","","","","","","","","","",""
"401005:17-1-000:legal_applied:2020","401005","北九州市","17-1-000","legal_applied","2020","927687","925191","126957432","93946285","2207","13187413","12461264","5675786","6785478","22792900","1622819","925469","3095306","566418","529358","925996","1684510","15570884","507178","53044","19587","1307288","2649","54826","0","3772567","0","697096","24595625"
"401307:17-1-000:legal_applied:2020","401307","福岡市","17-1-000","legal_applied","2020","1559580","1554788","188087484","157005004","2651","26557712","21254689","10155871","11098818","41465244","2030730","1860012","5760606","1468652","421779","1315185","4902720","27358887","1086622","42499","12908","1447543","103849","286312","0","7065661","1744225","1357247","46723658"
"402028:17-1-000:legal_applied:2020","402028","大牟田市","17-1-000","legal_applied","2020","77286","55277","6753456","5808321","4114","1288258","1288258","563465","724793","2926918","46006","349865","379151","57785","238254","289969","325621","1748084","0","0","1202","16075","1331","146","2345","699201","0","208112","3292086"
"402036:17-1-000:legal_applied:2020","402036","久留米市","17-1-000","legal_applied","2020","260464","229681","29773506","23983228","3091","4230931","4285327","1655936","2629391","5542326","417735","158093","978186","106941","126489","248270","827207","3696432","163506","5722","18257","208983","14817","43553","0","980527","0","178673","6385947"
"402044:17-1-000:legal_applied:2020","402044","直方市","17-1-000","legal_applied","2020","17894","13893","1307949","1376164","3520","259073","354810","354810","0","949302","25068","21238","0","11708","49710","28746","171756","568118","3048","33","90","14128","0","0","0","27294","273460","34385","1121058"
"402052:17-1-000:legal_applied:2020","402052","飯塚市","17-1-000","legal_applied","2020","59041","52926","5786821","4826793","3089","920825","920825","369620","551205","1625383","43857","68415","236838","35260","44512","66475","186151","1162620","55551","1840","1889","65048","2164","14182","0","157687","0","104258","1817865"
"402079:17-1-000:legal_applied:2020","402079","柳川市","17-1-000","legal_applied","2020","12159","9265","1022499","932916","3450","161025","286309","151923","134386","670542","7052","0","79615","0","57509","36301","114513","526366","12343","65","246","18021","0","2039","1018","63074","0","20195","794181"
"402109:17-1-000:legal_applied:2020","402109","八女市","17-1-000","legal_applied","2020","13810","10579","1328511","1152501","3855","207672","247504","247504","0","576473","32099","0","0","0","45639","37792","90944","331387","751","36","175","3770","0","0","0","14244","167348","23387","669834"
"402117:17-1-000:legal_applied:2020","402117","筑後市","17-1-000","legal_applied","2020","18511","13879","1747426","1516120","3920","272447","416211","301564","114647","629760","10867","0","0","0","54387","35000","112332","340300","758","413","142","320","9","0","915","16924","220660","26693","754466"
"402125:17-1-000:legal_applied:2020","402125","大川市","17-1-000","legal_applied","2020","8757","6331","503021","449778","4080","93378","93378","82064","11314","390668","515","3277","44786","0","41724","25758","74891","299173","4801","150","62","12589","0","2206","0","35700","0","11163","466493"
"402133:17-1-000:legal_applied:2020","402133","行橋市","17-1-000","legal_applied","2020","16194","14380","1628276","1562225","3520","299914","299914","217696","82218","760169","2300","7281","132998","14632","56676","67623","99082","546282","26096","816","490","9815","0","7480","0","95406","0","9970","863060"
"402141:17-1-000:legal_applied:2020","402141","豊前市","17-1-000","legal_applied","2020","9972","7889","1176203","1091571","3300","198677","196056","144868","51188","423248","5365","0","96754","0","28865","43713","54759","262749","0","0","43","7939","713","0","0","104598","0","3850","478364"
"402150:17-1-000:legal_applied:2020","402150","中間市","17-1-000","legal_applied","2020","31494","27540","2750025","2662024","3113","403753","403753","374566","29187","1084837","14029","0","0","0","71238","31063","176441","711131","1741","0","83","960","0","0","0","7419","288439","44011","1261288"
"402168:17-1-000:legal_applied:2020","402168","小郡市","17-1-000","legal_applied","2020","56321","51505","5214365","4594704","3570","835551","973674","641438","332236","1432247","28683","0","0","11823","52138","42463","166078","767299","4444","0","1565","13511","3","0","0","20247","572304","12780","1600694"
"402176:17-1-000:legal_applied:2020","402176","筑紫野市","17-1-000","legal_applied","2020","96414","95172","9869297","8506779","3360","1475506","1356868","846766","510102","1699353","22587","0","0","19733","83233","63982","139351","816730","4395","63","132","1104","0","0","0","33831","757046","22325","1838959"
"402184:17-1-000:legal_applied:2020","402184","春日市","17-1-000","legal_applied","2020","113230","112532","11179039","9595368","3160","1569330","1331429","708397","623032","1622916","65419","0","0","65089","66699","56339","155903","858712","143","0","644","50382","0","0","0","79290","566997","19959","1788369"
"402192:17-1-000:legal_applied:2020","402192","大野城市","17-1-000","legal_applied","2020","101436","101190","10687104","9382772","2953","1503023","1394340","753703","640637","1733173","99411","0","0","93829","43801","54844","149935","932695","692","0","322","65047","0","0","0","105648","542320","34359","1885862"
"402206:17-1-000:legal_applied:2020","402206","宗像市","17-1-000","legal_applied","2020","94157","93202","10850548","9145087","3130","1490557","1419789","719361","700428","2094727","184286","47945","432804","77234","46299","58818","137396","1306121","100019","1558","2171","223308","0","57239","0","267588","0","84500","2238718"
"402214:17-1-000:legal_applied:2020","402214","太宰府市","17-1-000","legal_applied","2020","71150","69582","7402583","6353901","3091","1050772","940438","458561","481877","1234731","23763","0","0","14765","70983","57167","113906","692620","513","0","1024","12847","0","0","0","21988","383984","68129","1352178"
"402231:17-1-000:legal_applied:2020","402231","古賀市","17-1-000","legal_applied","2020","51055","47497","6951046","5259945","3040","875108","624608","390184","234424","1778832","10030","8276","361923","11250","34142","22651","158731","1341744","45043","1405","25306","20127","0","29822","0","241871","0","50715","1937415"
"402249:17-1-000:legal_applied:2020","402249","福津市","17-1-000","legal_applied","2020","63945","58506","6017078","4932973","3256","809976","793480","456982","336498","1493791","75946","0","305288","44147","38617","51269","228763","965053","56885","10405","2515","32761","0","18607","0","240829","0","70618","1677705"
"402265:17-1-000:legal_applied:2020","402265","宮若市","17-1-000","legal_applied","2020","3215","2013","230683","230683","3740","39176","82248","82248","0","244892","1024","3722","0","755","22648","17318","36658","157822","0","654","175","307","0","0","0","4276","58921","5419","281550"
"402281:17-1-000:legal_applied:2020","402281","朝倉市","17-1-000","legal_applied","2020","16536","16296","2016658","1784794","4400","337882","344500","335026","9474","755686","14772","0","0","0","93300","29496","119989","423977","619","0","6604","6509","0","0","0","51074","223637","30947","892852"
"402290:17-1-000:legal_applied:2020","402290","みやま市","17-1-000","legal_applied","2020","3772","2269","276919","233566","3705","42388","77715","77715","0","168761","1075","0","9076","0","32605","3508","25831","100578","2061","49","373","1163","0","0","0","31808","25427","13326","204124"
"402303:17-1-000:legal_applied:2020","402303","糸島市","17-1-000","legal_applied","2020","69112","66527","7005660","5651976","3650","1021619","1020083","408370","611713","1432128","31952","2572","317976","23386","36490","46791","221141","989021","699","0","2493","9391","0","0","0","372294","0","14067","1655897"
"402311:17-1-000:legal_applied:2020","402311","那珂川市","17-1-000","legal_applied","2020","47972","47550","4788838","4263388","3410","703526","586864","369991","216873","673390","62171","0","0","0","65969","37188","54517","292891","0","4174","1476","18906","0","0","0","63252","252359","3210","727973"
"403415:17-1-000:legal_applied:2020","403415","宇美町","17-1-000","legal_applied","2020","32932","31174","2771902","2603503","3210","446950","446951","278456","168495","711288","18646","0","0","0","74623","50992","117464","388488","0","1780","180","2069","0","0","0","17102","229531","21159","828765"
"403423:17-1-000:legal_applied:2020","403423","篠栗町","17-1-000","legal_applied","2020","30251","29337","2848397","2668948","2970","437431","437431","266849","170582","729766","44751","0","0","0","21410","28272","99461","407335","0","0","18","969","0","0","0","23705","243122","28890","831772"
"403431:17-1-000:legal_applied:2020","403431","志免町","17-1-000","legal_applied","2020","46509","44914","4174661","3911658","2662","515155","586749","392812","193937","873616","21749","0","0","0","47957","36467","117055","444835","0","665","148","393","0","0","0","23434","358641","12932","994570"
